Town,Query,Name,Address,Phone,Website
Birmingham,B_equipment_repair,Blue Seal,"Unit 67, Gravelly Industrial Park, Birmingham B24 8TQ, UK",0121 327 5575,http://www.blue-seal.co.uk/
Birmingham,B_equipment_repair,Palmer Hire,"Avenue Rd, Nechells, Birmingham B7 4NT, UK",0121 439 1543,http://palmerhire.co.uk/
Birmingham,B_equipment_repair,Catering Equipment Solutions,"30 Shrewsbury Ave, Peterborough PE2 7BF, UK",01733 236033,http://www.catering-equipment-solutions.co.uk/
Birmingham,B_equipment_repair,Pars Catering Supplies Cash & Carry,"91-93 Charles Henry St, Birmingham B12 0SJ, UK",0121 622 6222,
Birmingham,B_equipment_repair,First In Service Ltd,"Unit 2, Windsor Industrial Estate, Rupert St, Nechells, Birmingham B7 4PR, UK",0121 333 3301,http://www.firstinservice.co.uk/?utm_source=google&utm_medium=local&utm_campaign=1&utm_content=primary
Leeds,A_catering_engineers,Northern Catering Equipment,"Richmond House, Lawnswood Business Park, Leeds LS16 6QY, UK",0113 833 1234,http://northerncatering.co.uk/
Leeds,A_catering_engineers,Leon Catering Equipment,"Unit 17, Leon Catering Equipment, park house, 37 Ings Rd, Osmondthorpe, Leeds LS9 9EJ, UK",0113 513 0481,https://leoncatering.wixsite.com/lcequipments
Leeds,A_catering_engineers,Barton Catering Engineers,"76 Carr Bottom Rd, Greengates, Bradford BD10 0BD, UK",0113 418 0284,https://bartoncateringengineers.co.uk/
Leeds,A_catering_engineers,Stainless Engineering,"32 Low Hall Rd, Horsforth, Leeds LS18 4EF, UK",0113 259 1763,https://www.stainless-engineering.co.uk/
Leeds,A_catering_engineers,Brakes Catering Equipment,"4-5, Maybrook Industrial Park, Armley Rd, Armley, Leeds LS12 2EL, UK",0113 394 3900,https://www.brakesce.co.uk/
Leeds,A_catering_engineers,RITEPRICE CATERING EQUIPMENT,"Barkston House, 46 Croydon St, Holbeck, Leeds LS11 9RT, UK",0113 234 2227,http://www.ritepriceltd.com/
Leeds,A_catering_engineers,R & D Services,"1 Nelson Ct, Methley, Leeds LS26 9LJ, UK",07889 905636,
Leeds,A_catering_engineers,AD Catering Equipment Engineering,"11 Vale St, Brighouse HD6 1TR, UK",07432 563323,http://www.adcee.co.uk/
Leeds,A_catering_engineers,Hopkins Frying Ranges RGM Leeds Ltd,"Grangefield Industrial Estate, Stanningley, Pudsey LS28 6LF, UK",0113 257 7934,http://www.hopkins.biz/
Leeds,A_catering_engineers,Calder Catering Equipment Services Ltd,"Newton House, Grey St, Wakefield WF1 3HQ, UK",01924 872972,http://www.caldercatering.co.uk/
Leeds,A_catering_engineers,Blue Pepper Catering,"York House, 55 Easy Rd, Leeds LS9 8QS, UK",0113 871 5999,http://www.bluepeppercatering.co.uk/
Leeds,A_catering_engineers,Shire Catering Equipment,"Unit 19, Oak Mills, Topcliffe Ln, Morley, Leeds LS27 0HL, UK",0113 252 0880,http://www.shirecateringequipment.co.uk/
Leeds,A_catering_engineers,Salt's Catering,"A1, Wellington Road Industrial Estate, Leeds LS12 2UA, UK",0113 529 2080,https://www.saltscatering.co.uk/
Leeds,A_catering_engineers,Yoskshire catering equipment,"11 Summerhill Rd, Garforth, Leeds LS25 1AX, UK",07939 899921,
Leeds,A_catering_engineers,Nisbets,"3 Regent St, Leeds LS2 7QA, UK",0113 233 7050,https://www.nisbets.co.uk/leedsstore?utm_source=google%20places&utm_medium=maps&utm_campaign=google%20places
Leeds,A_catering_engineers,DWM UK,"Nepshaw Ln S, Gildersome, Leeds LS27 7JQ, UK",0113 270 7303,http://dwm-uk.com/
Leeds,A_catering_engineers,Unique Catering Equipment,"Unit 1, Granby Works, Bradford BD2 1AS, UK",01274 306040,https://uniquefoodmachinery.co.uk/
Leeds,A_catering_engineers,Catering Parts UK Ltd,"Newton House, Grey St, Wakefield WF1 3HQ, UK",01924 872982,https://www.cateringparts.net/
Leeds,A_catering_engineers,SG SOLUTIONS LTD,"956 Bradford Rd, East Bierley, Birkenshaw, Bradford BD4 6PB, UK",07415 157654,https://www.facebook.com/profile.php?id=100091249519928
Leeds,A_catering_engineers,Hog Roast Catering Yorkshire,"Building 3, City West Business Park, Gelderd Rd, Holbeck, Leeds LS12 6LN, UK",01904 820946,http://hogroastcateringyorkshire.co.uk/
Leeds,A_catering_engineers,CS Catering Equipment,"Hurricane House, Moxon Way, Sherburn in Elmet, Leeds LS25 6FB, UK",01977 687665,http://www.cs-catering-equipment.co.uk/
Leeds,A_catering_engineers,Denby Catering Equipment,"Unit 2, Chantry Bridge Industrial Estate, Thornes Trading Estate, Thornes Ln, Wakefield WF1 5QN, UK",01924 200567,http://www.denbycatering.co.uk/
Leeds,A_catering_engineers,Thali Outlet,"Meanwood Buildings, 277A Meanwood Rd, Leeds LS7 2JD, UK",0113 394 8000,http://www.thalioutlet.com/
Leeds,A_catering_engineers,Freshbyte catering,"Sandringham Dr, Leeds LS17 8DA, UK",07448 064606,http://www.freshbytecatering.uk/
Leeds,A_catering_engineers,Punjabi Heaven Catering,"Unit 5, LongClose Works, Dolly Ln, Harehills, Leeds LS9 7TU, UK",07777 654675,https://www.punjabiheavencatering.co.uk/
Leeds,A_catering_engineers,Catering Yorkshire,"4 Upper Wortley Rd, Leeds LS12 4JA, UK",0113 236 8135,http://www.cateringyorkshire.com/
Leeds,A_catering_engineers,AOS,"Unit 4 - 8, Houghley Ln, Leeds LS13 2DN, UK",,
Leeds,A_catering_engineers,White Rose Catering & Event Hire,"33 George St, Leeds LS1 3AJ, UK",0800 910 1625,https://www.expohire.com/whiterosehire
Leeds,A_catering_engineers,Collingham Catering Services Ltd,"Unit 16 Sandbeck Park, Sandbeck Ln, Wetherby LS22 7TW, UK",01937 583266,http://www.collinghamcatering.co.uk/
Leeds,A_catering_engineers,Leach Catering Equipment,"3 Twitch Hill, Horbury, Wakefield WF4 6NA, UK",01924 278516,http://facebook.com/leachcatering
Leeds,A_catering_engineers,KES Facilities Limited,"Commer house, Station Rd, Tadcaster LS24 9JF, UK",0113 347 1234,http://www.kesfacilities.co.uk/?utm_source=gbp
Leeds,A_catering_engineers,Gaswise Engineering,"Spen Cres, Leeds LS16 5EY, UK",07514 717070,
Leeds,A_catering_engineers,Northern Catering Supplies,"Savile Business Centre, Mill St E, Savile Town, Dewsbury WF12 9AH, UK",01924 456200,
Leeds,A_catering_engineers,Smartwhips Cream chargers fastgas leeds,"56-58 The Headrow, Leeds LS1 8TL, UK",07411 156901,https://linktr.ee/smartwhipsukdelivery
Leeds,A_catering_engineers,Harrogate Catering Services,"23 Grasmere Cres, Harrogate HG2 0ED, UK",01423 529949,http://www.harrogatecatering.co.uk/
Leeds,A_catering_engineers,Fresh Hospitality,"Carlton Mills, 4 Pickering St, Armley, Leeds LS12 2QG, UK",0113 263 7915,
Leeds,A_catering_engineers,Calomax Ltd,"Lupton Ave, Harehills, Leeds LS9 7DD, UK",0113 249 6681,http://www.calomax.co.uk/
Leeds,A_catering_engineers,Sparq Live Limited,"Units 5, 6 Scala Ct, Leeds LS10 1JD, UK",0333 533 1053,https://www.sparq.live/
Leeds,A_catering_engineers,Cyclone Ventilation Ltd,"Whitehall Industrial Estate, Unit 5 Ashfield Way, Whitehall Rd, Leeds LS12 5JB, UK",0113 263 2900,http://www.cycloneventilation.co.uk/
Leeds,A_catering_engineers,Jack Dammes Ltd,"130 Lower Wortley Rd, Wortley, Leeds LS12 4PQ, UK",0113 263 8114,http://jackdammes.co.uk/contact/
Leeds,A_catering_engineers,Yasin Catering Ltd,"55-61 Wickham St, Leeds LS11 7AR, UK",0113 277 3708,http://www.yasincateringleeds.co.uk/
Leeds,A_catering_engineers,JJ Foodservice,"Middleton Grove, Leeds LS11 5BX, UK",01992 701701,https://www.jjfoodservice.com/
Leeds,A_catering_engineers,Sayes Service Limited,"Unit 2-3, Rehoboth House, Foster Cl, Morley, Leeds LS27 9NH, UK",0113 201 2190,https://www.sayesltd.com/
Leeds,A_catering_engineers,Cairn Catering Engineers,"Hyde Park House, Cartwright St, Newton, Hyde SK14 4EH, UK",0800 999 1926,https://cairncateringengineers.co.uk/
Leeds,A_catering_engineers,A1 Catering Disposable Products,"Providence Works, Henry St, Batley Carr, Batley WF17 6JJ, UK",01924 456786,http://www.a1cdp.com/
Leeds,B_equipment_repair,Northern Catering Equipment,"Richmond House, Lawnswood Business Park, Leeds LS16 6QY, UK",0113 833 1234,http://northerncatering.co.uk/
Leeds,B_equipment_repair,Leon Catering Equipment,"Unit 17, Leon Catering Equipment, park house, 37 Ings Rd, Osmondthorpe, Leeds LS9 9EJ, UK",0113 513 0481,https://leoncatering.wixsite.com/lcequipments
Leeds,B_equipment_repair,AD Catering Equipment Engineering,"11 Vale St, Brighouse HD6 1TR, UK",07432 563323,http://www.adcee.co.uk/
Leeds,B_equipment_repair,R & D Services,"1 Nelson Ct, Methley, Leeds LS26 9LJ, UK",07889 905636,
Leeds,B_equipment_repair,Brakes Catering Equipment,"4-5, Maybrook Industrial Park, Armley Rd, Armley, Leeds LS12 2EL, UK",0113 394 3900,https://www.brakesce.co.uk/
Leeds,B_equipment_repair,KES Facilities Limited,"Commer house, Station Rd, Tadcaster LS24 9JF, UK",0113 347 1234,http://www.kesfacilities.co.uk/?utm_source=gbp
Leeds,B_equipment_repair,Unique Catering Equipment,"Unit 1, Granby Works, Bradford BD2 1AS, UK",01274 306040,https://uniquefoodmachinery.co.uk/
Leeds,B_equipment_repair,Calder Catering Equipment Services Ltd,"Newton House, Grey St, Wakefield WF1 3HQ, UK",01924 872972,http://www.caldercatering.co.uk/
Leeds,B_equipment_repair,Barton Catering Engineers,"76 Carr Bottom Rd, Greengates, Bradford BD10 0BD, UK",0113 418 0284,https://bartoncateringengineers.co.uk/
Leeds,B_equipment_repair,RITEPRICE CATERING EQUIPMENT,"Barkston House, 46 Croydon St, Holbeck, Leeds LS11 9RT, UK",0113 234 2227,http://www.ritepriceltd.com/
Leeds,B_equipment_repair,Catering Parts UK Ltd,"Newton House, Grey St, Wakefield WF1 3HQ, UK",01924 872982,https://www.cateringparts.net/
Leeds,B_equipment_repair,Hopkins Frying Ranges RGM Leeds Ltd,"Grangefield Industrial Estate, Stanningley, Pudsey LS28 6LF, UK",0113 257 7934,http://www.hopkins.biz/
Leeds,B_equipment_repair,Collingham Catering Services Ltd,"Unit 16 Sandbeck Park, Sandbeck Ln, Wetherby LS22 7TW, UK",01937 583266,http://www.collinghamcatering.co.uk/
Leeds,B_equipment_repair,Shire Catering Equipment,"Unit 19, Oak Mills, Topcliffe Ln, Morley, Leeds LS27 0HL, UK",0113 252 0880,http://www.shirecateringequipment.co.uk/
Leeds,B_equipment_repair,Nisbets,"3 Regent St, Leeds LS2 7QA, UK",0113 233 7050,https://www.nisbets.co.uk/leedsstore?utm_source=google%20places&utm_medium=maps&utm_campaign=google%20places
Sheffield,A_catering_engineers,C & R Fabrications catering equipment,"5 Waverley Rd, Darnall, Sheffield S9 4PJ, UK",0114 244 9502,https://www.candrfabricationsholdings.co.uk/
Sheffield,A_catering_engineers,Phoenix Catering Equipment,"Unit 1, Rutland Business Park, 50 Rutland Rd, Neepsend, Sheffield S3 8BD, UK",0114 272 7600,http://phoenixcateringequipment.co.uk/
Sheffield,A_catering_engineers,Barnsley Catering Services Ltd,"37 Mowbray St, Neepsend, Sheffield S3 8EN, UK",01226 280222,http://www.bcs-solutions.co.uk/
Sheffield,A_catering_engineers,Sheffield Catering Supplies,"Unit 4 Rutland Way, Sheffield S3 8DG, UK",0114 275 1991,http://www.sheffieldcatering.co.uk/
Sheffield,A_catering_engineers,Lloyd Catering Equipment,"New Rd, Sheffield, Rotherham S61 2DU, UK",01709 740540,http://www.lloyd-catering.co.uk/
Sheffield,A_catering_engineers,Progressive Catering Equipment Ltd,"Unit 3, NEXT TO RAILWAY BRIDGE BRIDGE, Station Works, Station Rd, Ecclesfield, Sheffield S35 9YR, UK",0114 257 7160,http://stainless4all.com/
Sheffield,A_catering_engineers,RTH Traders Ltd - Catering Equipment,"Hillside Business Park, New St, Holbrook, Sheffield S20 3GH, UK",0114 248 4466,http://www.rthtraders.com/
Sheffield,A_catering_engineers,Catering Kitchens,"100 Lyons Street, Off Carlisle Street, Sheffield S4 7QS, UK",0114 276 3550,http://www.cateringkitchenssheffield.co.uk/
Sheffield,A_catering_engineers,Steel City Food Service Equipment,"Unit 4C, Parkway Business Centre Ltd, Parkway Rise, Sheffield S9 4WQ, UK",07912 857843,http://www.steelcityfse.co.uk/
Sheffield,A_catering_engineers,Express Catering Equipment,"Unit 4, Shepcote Centre, Shepcote Ln, Tinsley, Sheffield S9 1US, UK",0114 352 1074,https://www.expresscateringandfabrications.co.uk/
Sheffield,A_catering_engineers,Fox Catering Equipment,"3, Woodbourn Business Centre, 230 Woodbourn Rd, Sheffield S9 3LQ, UK",0844 272 9742,http://foxcateringequipment.co.uk/
Sheffield,A_catering_engineers,Agam Catering Equipment Suppliers,"47 Sheffield Rd, Rotherham S60 1DA, UK",01709 379684,http://www.agamcatering.co.uk/
Sheffield,A_catering_engineers,Nisbets Catering Equipment Sheffield Store,"Redvers House, 49 Furnival Gate, Sheffield City Centre, Sheffield S1 4QQ, UK",0114 408 1624,https://www.nisbets.co.uk/sheffieldstore
Sheffield,A_catering_engineers,Catering Griddle,"656 Attercliffe Rd, Attercliffe, Sheffield S9 3RN, UK",07449 184963,
Sheffield,A_catering_engineers,B&M Secondhand Catering Equipment,"336 Langsett Rd, Hillsborough, Sheffield S6 2UF, UK",07733 488029,https://sites.google.com/view/bm-secondhandcateringequipment/home
Sheffield,A_catering_engineers,Carlton Catering Equipment,"Grange Farm, Braithwell Rd, Ravenfield, Rotherham S65 4LP, UK",07976 285343,http://www.chippersandpeelers.com/
Sheffield,A_catering_engineers,sheffcat ltd,"105, Sheffield S5 7SD, UK",07539 934422,http://www.sheffcat.co.uk/
Sheffield,A_catering_engineers,Manitowoc Food Service,"Provincial Park, Nether Lane, Ecclesfield, Sheffield S35 9ZX, UK",0114 257 0100,
Sheffield,A_catering_engineers,Vip Catering Spares,"105 Lindsay Ave, Parson Cross, Sheffield S5 7SD, UK",07539 934422,http://vipcateringparts.co.uk/
Sheffield,A_catering_engineers,Elite Catering Equipment LTD,"Unit 13, vanguard trading estate, Britannia Rd, Chesterfield S40 2TZ, UK",01246 914300,http://elitecateringequipmentltd.co.uk/
Sheffield,A_catering_engineers,AD Catering Equipment Engineering,"11 Vale St, Brighouse HD6 1TR, UK",07432 563323,http://www.adcee.co.uk/
Sheffield,A_catering_engineers,Callaghan Paul,"1 Waverley Rd, Darnall, Sheffield S9 4PJ, UK",0114 243 3050,
Sheffield,A_catering_engineers,Southcroft Engineering Co Ltd,"Thurcroft Industrial Estate, New Orchard Rd, Thurcroft, Rotherham S66 9HY, UK",01709 545147,https://www.southcroftengineering.co.uk/
Sheffield,A_catering_engineers,Taste Revolution | Gastronomy & Catering Supplies,"103 Arundel St, Sheffield City Centre, Sheffield S1 2NT, UK",0114 272 1136,
Sheffield,A_catering_engineers,Supreme Grazing,"6 Wesley Ave, Swallownest, Sheffield S26 4UW, UK",07969 669281,
Sheffield,A_catering_engineers,Vixen Catering Equipment Ltd,"464-466 Manchester Rd, Stocksbridge, Sheffield S36 2DU, UK",0114 288 8416,
Sheffield,A_catering_engineers,Expo Hire - Sheffield Catering & Event Hire,"1 Tudor Square, Sheffield City Centre, Sheffield S1 2LA, UK",0800 910 1100,https://www.expohire.com/sheffield-catering-hire
Sheffield,A_catering_engineers,Emcat Ltd,"Burley Cl, Chesterfield S40 2UB, UK",01246 558523,http://www.emcatltd.co.uk/
Sheffield,A_catering_engineers,Northern Catering Equipment,"Richmond House, Lawnswood Business Park, Leeds LS16 6QY, UK",0113 833 1234,http://northerncatering.co.uk/
Sheffield,A_catering_engineers,H K Projects,"Globe Works, Penistone Rd, Sheffield S6 3AE, UK",0114 299 5290,http://hkprojects.com/
Sheffield,A_catering_engineers,Catering Projects Ltd,"Unit 2, Waterloo Court, Markham Ln, Markham Vale, Chesterfield S44 5HN, UK",01246 811575,http://www.cateringprojects.co.uk/
Sheffield,A_catering_engineers,Brytone,"Park St, Rotherham S61 1RL, UK",01709 740316,https://www.brytone.co.uk/
Sheffield,A_catering_engineers,The Bo-Ho Catering Co.,"183 White Ln, Gleadless, Sheffield S12 3GF, UK",07786 937881,https://www.thebohocateringco.co.uk/
Sheffield,A_catering_engineers,Skyline Supplies Ltd,"Burley Cl, Chesterfield S40 2UB, UK",01246 221203,http://skylinesupplies.com/
Sheffield,A_catering_engineers,EXPRESS CATERING EQUIPMENT,"Attercliffe, Sheffield S9 3RE, UK",,
Sheffield,A_catering_engineers,Welbilt,"Unit, 5, 6 Nether Ln, Ecclesfield, Sheffield S35 9ZX, UK",,
Sheffield,A_catering_engineers,Anchor Manufacturing,"70 Broad Oaks, Sheffield S9 3HJ, UK",0114 242 0444,http://www.anchormanufacturing.co.uk/
Sheffield,A_catering_engineers,Quickfire Tableware Ltd,"Unit 7 Westthorpe Fields Business Park, Westthorpe Fields Road, Killamarsh, Sheffield S21 1TZ, UK",0114 248 9416,http://www.coffeecups.co.uk/
Sheffield,A_catering_engineers,Advanced Catering Services Ltd,"Unit 4A, 4B, High St, Bassingham, Lincoln LN5 9JZ, UK",07834 615965,http://www.adcatservs.co.uk/
Sheffield,A_catering_engineers,M A Tooling,"565-571 Attercliffe Rd, Attercliffe, Sheffield S9 3RD, UK",0114 256 0700,
Sheffield,A_catering_engineers,Russums,"Tenter St, Rotherham S60 1LB, UK",01709 372345,https://www.russums.co.uk/
Sheffield,A_catering_engineers,Luncheon Express,"Unit A1, Valley Business Park, Grange Ln, Sheffield S5 0DQ, UK",0114 245 6600,http://www.luncheonexpress.co.uk/
Sheffield,A_catering_engineers,You Can Hire Ltd,"Rotherham Rd, Eckington, Sheffield S21 4FH, UK",01246 435703,https://youcanhire.net/
Sheffield,A_catering_engineers,Icarus And Apollo,"18-20 Union St, Sheffield City Centre, Sheffield S1 2EH, UK",07871 460150,http://www.icarusandapollo.com/
Sheffield,A_catering_engineers,Chefs Tableware,"Unit 9, Callywhite Business Park, Callywhite Ln, Dronfield S18 2XP, UK",01246 411626,https://chefstableware.co.uk/
Sheffield,A_catering_engineers,IDL Commercial Kitchen Design,"Unit 22, Century Park Network Centre, Dearne Ln, Wath upon Dearne, Rotherham S63 5DE, UK",01709 871392,http://www.idlengineeringservices.co.uk/
Sheffield,A_catering_engineers,RHE Catering Equipment Sevices,"The Courtyard, Burnsall Rd, Coventry CV5 6UT, UK",024 7666 7541,http://www.rheservices.co.uk/
Sheffield,A_catering_engineers,Food Service Solutions (UK) Ltd,"Unit 52, Works Rd, Hollingwood, Chesterfield S43 2PE, UK",01246 477223,http://foodservicesolutions.co.uk/
Sheffield,A_catering_engineers,Reyt Good Burger Co.,"22 Owlthorpe Dr, Mosborough, Sheffield S20 5JU, UK",07799 667056,http://www.reytgoodburgerco.co.uk/
Sheffield,B_equipment_repair,Phoenix Catering Equipment,"Unit 1, Rutland Business Park, 50 Rutland Rd, Neepsend, Sheffield S3 8BD, UK",0114 272 7600,http://phoenixcateringequipment.co.uk/
Sheffield,B_equipment_repair,Sheffield Catering Supplies,"Unit 4 Rutland Way, Sheffield S3 8DG, UK",0114 275 1991,http://www.sheffieldcatering.co.uk/
Sheffield,B_equipment_repair,RTH Traders Ltd - Catering Equipment,"Hillside Business Park, New St, Holbrook, Sheffield S20 3GH, UK",0114 248 4466,http://www.rthtraders.com/
Sheffield,B_equipment_repair,Lloyd Catering Equipment,"New Rd, Sheffield, Rotherham S61 2DU, UK",01709 740540,http://www.lloyd-catering.co.uk/
Sheffield,B_equipment_repair,C & R Fabrications catering equipment,"5 Waverley Rd, Darnall, Sheffield S9 4PJ, UK",0114 244 9502,https://www.candrfabricationsholdings.co.uk/
Sheffield,B_equipment_repair,AD Catering Equipment Engineering,"11 Vale St, Brighouse HD6 1TR, UK",07432 563323,http://www.adcee.co.uk/
Sheffield,B_equipment_repair,Steel City Food Service Equipment,"Unit 4C, Parkway Business Centre Ltd, Parkway Rise, Sheffield S9 4WQ, UK",07912 857843,http://www.steelcityfse.co.uk/
Sheffield,B_equipment_repair,Agam Catering Equipment Suppliers,"47 Sheffield Rd, Rotherham S60 1DA, UK",01709 379684,http://www.agamcatering.co.uk/
Sheffield,B_equipment_repair,Fox Catering Equipment,"3, Woodbourn Business Centre, 230 Woodbourn Rd, Sheffield S9 3LQ, UK",0844 272 9742,http://foxcateringequipment.co.uk/
Sheffield,B_equipment_repair,Express Catering Equipment,"Unit 4, Shepcote Centre, Shepcote Ln, Tinsley, Sheffield S9 1US, UK",0114 352 1074,https://www.expresscateringandfabrications.co.uk/
Sheffield,B_equipment_repair,Barnsley Catering Services Ltd,"37 Mowbray St, Neepsend, Sheffield S3 8EN, UK",01226 280222,http://www.bcs-solutions.co.uk/
Sheffield,B_equipment_repair,Catering Kitchens,"100 Lyons Street, Off Carlisle Street, Sheffield S4 7QS, UK",0114 276 3550,http://www.cateringkitchenssheffield.co.uk/
Sheffield,B_equipment_repair,Nisbets Catering Equipment Sheffield Store,"Redvers House, 49 Furnival Gate, Sheffield City Centre, Sheffield S1 4QQ, UK",0114 408 1624,https://www.nisbets.co.uk/sheffieldstore
Sheffield,B_equipment_repair,Vip Catering Spares,"105 Lindsay Ave, Parson Cross, Sheffield S5 7SD, UK",07539 934422,http://vipcateringparts.co.uk/
Sheffield,B_equipment_repair,Catering Equipment Repair ‍ ️,"Unit 12, Shorncliffe Industrial Estate, North Cl, Folkestone CT20 3UH, UK",01304 873469,https://www.catering-equipment-repair.co.uk/
Sheffield,B_equipment_repair,Phoenix Commercial Catering Equipment Ltd,"Unit 11, 94 Bell Ln, Kitt's Green, Birmingham B33 0HX, UK",0121 684 5078,https://www.phoenixcommercialcatering.co.uk/
Sheffield,B_equipment_repair,NOVA electronics,"700-702 Attercliffe Rd, Attercliffe, Sheffield S9 3RP, UK",0114 244 7257,http://www.nova-electronics.co.uk/
Sheffield,B_equipment_repair,B&P Wholesale - Packaging & Catering Supplies,"9AParkway Dr, Darnall, Sheffield S9 4WN, UK",0114 244 4446,https://www.bandpwholesale.co.uk/
Sheffield,B_equipment_repair,NWCE Foodservice Equipment,"Folds Rd, Bolton BL1 2SB, UK",0161 764 8688,http://www.nwce.co.uk/
Sheffield,B_equipment_repair,Sheffield Kitchen Supplies,"17, Kingfisher Works, Neepsend Ln, Neepsend, Sheffield S3 8AU, UK",0114 273 7524,http://www.sheffieldsupplies.co.uk/
Sheffield,B_equipment_repair,Cater-Equip Ltd,"Unit 1, Junction Industrial Estate, Pontyclun CF72 9ES, UK",01443 225325,https://www.cater-equip.co.uk/
Sheffield,B_equipment_repair,KES Facilities Limited,"Commer house, Station Rd, Tadcaster LS24 9JF, UK",0113 347 1234,http://www.kesfacilities.co.uk/?utm_source=gbp
Sheffield,B_equipment_repair,Expo Hire - Sheffield Catering & Event Hire,"1 Tudor Square, Sheffield City Centre, Sheffield S1 2LA, UK",0800 910 1100,https://www.expohire.com/sheffield-catering-hire
Sheffield,B_equipment_repair,White Goods Rescue,"27 Archdale Rd, Sheffield S2 1PL, UK",07873 632372,https://www.whitegoodsrescue.co.uk/
Sheffield,B_equipment_repair,Caterfix UK,"8 Testwood Ave, Totton, Southampton SO40 3LW, UK",0800 808 7760,https://www.commercialkitchenrepairs.co.uk/
Sheffield,B_equipment_repair,South Coast Catering Equipment Limited,"Unit 4-5, Commercial House, Apex Park, Hailsham BN27 3JU, UK",01323 444530,http://www.southcoastcatering.co.uk/
Sheffield,B_equipment_repair,H K Projects,"Globe Works, Penistone Rd, Sheffield S6 3AE, UK",0114 299 5290,http://hkprojects.com/
Sheffield,B_equipment_repair,Wok Cooker Services Ltd,"Unit H3, Westfield Industrial Estate, Second Ave, Midsomer Norton, Radstock BA3 4BH, UK",01761 411772,http://www.wokcookerservices.co.uk/
Sheffield,B_equipment_repair,Pro Property ltd,"69 Middlewood Rd And 395 South Road and, chesterfield rd, Woodseats, Sheffield S6 4GX, UK",0114 233 7766,http://www.propropertyltd.co.uk/
Sheffield,B_equipment_repair,Anchor Manufacturing,"70 Broad Oaks, Sheffield S9 3HJ, UK",0114 242 0444,http://www.anchormanufacturing.co.uk/
Sheffield,B_equipment_repair,CaterChoice Cash & Carry,"22A Atlas Way, Sheffield S4 7QQ, UK",0114 256 7670,http://www.cater-choice.com/
Sheffield,B_equipment_repair,Granton Knives,"131 Carlisle St, Sheffield S4 7LJ, UK",0114 263 4832,https://grantonknives.co.uk/
Sheffield,B_equipment_repair,J Adams,"124 Scotland St, Sheffield S3 7DE, UK",0114 272 3612,http://www.sheffieldknives.co.uk/
Sheffield,B_equipment_repair,CATRA - Cutlery & Allied Trades Research Association,"Henry St, Sheffield S3 7EQ, UK",0114 276 9736,http://www.catra.org/
Sheffield,B_equipment_repair,Icarus And Apollo,"18-20 Union St, Sheffield City Centre, Sheffield S1 2EH, UK",07871 460150,http://www.icarusandapollo.com/
Sheffield,B_equipment_repair,MFS Wholesale,"Unit 2, 3 Rutland Way, Sheffield S3 8DG, UK",0114 321 1791,http://www.mfsglobal.co.uk/
Sheffield,B_equipment_repair,Gas Force One Ltd,"60 Waltheof Rd, Sheffield S2 1NU, UK",07821 899426,http://www.gasforceone.co.uk/
Sheffield,B_equipment_repair,Ecotech Yorkshire,"Aizlewoods Mill, Nursery St, Sheffield S3 8GG, UK",0114 400 0454,https://ecotechyorkshire.co.uk/
Sheffield,B_equipment_repair,Cater Solutions,"Unit 8, Integra:ME Bircholt Rd, Maidstone ME15 9GQ, UK",0845 066 9966,http://www.catersolutions.co.uk/
Sheffield,B_equipment_repair,React Boiler Repair,"159 Bannerdale Rd, Sheffield S7 2DS, UK",07540 582986,
Sheffield,B_equipment_repair,Home Team,"Courtwood House, Silver Street Head, Sheffield City Centre, Sheffield S8 0EZ, UK",0800 644 6750,http://www.hometeam.co.uk/
Sheffield,B_equipment_repair,"Kutchenhaus Meadowhall, Sheffield","734-736 Attercliffe Rd, Attercliffe, Sheffield S9 3RQ, UK",0114 256 0888,https://uk.kutchenhaus.com/store-finder/sheffield?lat=53.4140142&long=-1.4111333&q=sheffield%20meadow
Manchester,A_catering_engineers,DA Catering repairs and servicing ltd,"Claremont Rd, Salford, Manchester M6 7RJ, UK",07922 301397,https://www.dacrs.co.uk/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=4956369211231669446
Manchester,A_catering_engineers,Rusholme Catering Equipment & Services,"Unit 3, Dagenham Road Industrial Estate, Manchester M14 5ED, UK",0161 478 7245,
Manchester,A_catering_engineers,P & A Services Ltd,"Unit 4, Titan House, Newby Road Industrial Estate, 2 Lowick Cl, Hazel Grove, Stockport SK7 5ED, UK",0161 483 8060,http://www.paservice.co.uk/
Manchester,A_catering_engineers,Cairn Catering Engineers,"Hyde Park House, Cartwright St, Newton, Hyde SK14 4EH, UK",0800 999 1926,https://cairncateringengineers.co.uk/
Manchester,B_equipment_repair,Rusholme Catering Equipment & Services,"Unit 3, Dagenham Road Industrial Estate, Manchester M14 5ED, UK",0161 478 7245,
Manchester,B_equipment_repair,Quatrone - Catering Equipment - Manchester,"Unit 7, Orchard sew mill, Langley Road, South, Salford M6 6SD, UK",0161 327 5045,https://www.quatrone.co.uk/
Manchester,B_equipment_repair,Proex Catering Equipment Buy & Sell - MANCHESTER -,"Unit K, Mode Wheel Rd S, Salford M50 1DG, UK",07983 242182,https://proexcatering.co.uk/
Manchester,B_equipment_repair,Catering Equipment Manufacturer Manchester - Riley Catering Manufacturing LTD,"1-3 Bond St, Denton, Manchester M34 3AJ, UK",07860 706605,
